time,input_steer,input_gas,input_brake,speed_kmh,rpm,gear,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,pitch,roll,is_sliding,wheels_contact_count
465020,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465030,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465040,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465050,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465060,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465070,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465080,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465090,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465100,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465110,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465120,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465130,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465140,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465150,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465160,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465170,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465180,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465190,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465200,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465210,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465220,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465230,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465240,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465250,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465260,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465270,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465280,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465290,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465300,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465310,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465320,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465330,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465340,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465350,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465360,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465370,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465380,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465390,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465400,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465410,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465420,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465430,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465440,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465450,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465460,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465470,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465480,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465490,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465500,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465510,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465520,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465530,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465540,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465550,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465560,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465570,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465580,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465590,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465600,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465610,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465620,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465630,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465640,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465650,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465660,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465670,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465680,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465690,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465700,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465710,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465720,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465730,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465740,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465750,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465760,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465770,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465780,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465790,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465800,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465810,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465820,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465830,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465840,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465850,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465860,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465870,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465880,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465890,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465900,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465910,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465920,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465930,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465940,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465950,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465960,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465970,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
465980,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
465990,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466000,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466010,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466020,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466030,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466040,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466050,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466060,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466070,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466080,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466090,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466100,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466110,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466120,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466130,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466140,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466150,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466160,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466170,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466180,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466190,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466200,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466210,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466220,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466230,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466240,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466250,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466260,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466270,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466280,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466290,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466300,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466310,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466320,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466330,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466340,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466350,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466360,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466370,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466380,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466390,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466400,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466410,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466420,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466430,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466440,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466450,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466460,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466470,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466480,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466490,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466500,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466510,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466520,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466530,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466540,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466550,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466560,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466570,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466580,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466590,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466600,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466610,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466620,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466630,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466640,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466650,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466660,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466670,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466680,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466690,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466700,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466710,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466720,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466730,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466740,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466750,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466760,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466770,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466780,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466790,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466800,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466810,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466820,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466830,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466840,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466850,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466860,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466870,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466880,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466890,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466900,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466910,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466920,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466930,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466940,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466950,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466960,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466970,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
466980,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
466990,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
467000,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
467010,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
467020,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
467030,0,0,0,0.03,0.0,1,831.05,24.01,738.52,0.008,-0.000,0.003,-0.417,-0.000,0.000,0,4
467040,0,0,0,0.03,0.0,1,831.05,24.01,738.52,-0.008,-0.000,-0.003,-0.417,-0.000,-0.000,0,4
